map,scenario,N,runtime_ms,makespan,soc,success
ost003d,ost003d-random-18,250,59,59,59,1
ost003d,ost003d-random-18,500,117,117,117,1
ost003d,ost003d-random-18,750,183,183,183,1
ost003d,ost003d-random-18,1000,263,263,263,1
ost003d,ost003d-random-19,50,11,11,11,1
ost003d,ost003d-random-19,250,59,59,59,1
ost003d,ost003d-random-19,500,125,125,125,1
ost003d,ost003d-random-19,750,191,191,191,1
ost003d,ost003d-random-19,1000,275,275,275,1
ost003d,ost003d-random-1,50,10,10,10,1
ost003d,ost003d-random-1,250,58,58,58,1
ost003d,ost003d-random-1,500,114,114,114,1
ost003d,ost003d-random-1,750,187,187,187,1
ost003d,ost003d-random-1,1000,262,262,262,1
ost003d,ost003d-random-20,50,11,11,11,1
ost003d,ost003d-random-20,250,60,60,60,1
ost003d,ost003d-random-20,500,120,120,120,1
ost003d,ost003d-random-20,750,194,194,194,1
ost003d,ost003d-random-20,1000,279,279,279,1
ost003d,ost003d-random-21,50,13,13,13,1
ost003d,ost003d-random-21,250,63,63,63,1
ost003d,ost003d-random-21,500,124,124,124,1
ost003d,ost003d-random-21,750,182,182,182,1
ost003d,ost003d-random-21,1000,263,263,263,1
ost003d,ost003d-random-22,50,13,13,13,1
ost003d,ost003d-random-22,250,66,66,66,1
ost003d,ost003d-random-22,500,128,128,128,1
ost003d,ost003d-random-22,750,195,195,195,1
ost003d,ost003d-random-22,1000,265,265,265,1
ost003d,ost003d-random-23,50,13,13,13,1
ost003d,ost003d-random-23,250,58,58,58,1
ost003d,ost003d-random-23,500,116,116,116,1
ost003d,ost003d-random-23,750,190,190,190,1
ost003d,ost003d-random-23,1000,268,268,268,1
ost003d,ost003d-random-24,50,13,13,13,1
ost003d,ost003d-random-24,250,60,60,60,1
ost003d,ost003d-random-24,500,124,124,124,1
ost003d,ost003d-random-24,750,187,187,187,1
ost003d,ost003d-random-24,1000,258,258,258,1
ost003d,ost003d-random-25,50,10,10,10,1
ost003d,ost003d-random-25,250,66,66,66,1
ost003d,ost003d-random-25,500,125,125,125,1
ost003d,ost003d-random-25,750,181,181,181,1
ost003d,ost003d-random-25,1000,272,272,272,1
ost003d,ost003d-random-2,50,11,11,11,1
ost003d,ost003d-random-2,250,62,62,62,1
ost003d,ost003d-random-2,500,124,124,124,1
ost003d,ost003d-random-2,750,186,186,186,1
ost003d,ost003d-random-2,1000,267,267,267,1
ost003d,ost003d-random-3,50,11,11,11,1
ost003d,ost003d-random-3,250,64,64,64,1
ost003d,ost003d-random-3,500,125,125,125,1
ost003d,ost003d-random-3,750,182,182,182,1
ost003d,ost003d-random-3,1000,264,264,264,1
ost003d,ost003d-random-4,50,11,11,11,1
ost003d,ost003d-random-4,250,63,63,63,1
ost003d,ost003d-random-4,500,118,118,118,1
ost003d,ost003d-random-4,750,201,201,201,1
ost003d,ost003d-random-4,1000,282,282,282,1
ost003d,ost003d-random-5,50,12,12,12,1
ost003d,ost003d-random-5,250,60,60,60,1
ost003d,ost003d-random-5,500,110,110,110,1
ost003d,ost003d-random-5,750,189,189,189,1
ost003d,ost003d-random-5,1000,266,266,266,1
ost003d,ost003d-random-6,50,11,11,11,1
ost003d,ost003d-random-6,250,60,60,60,1
ost003d,ost003d-random-6,500,116,116,116,1
ost003d,ost003d-random-6,750,193,193,193,1
ost003d,ost003d-random-6,1000,268,268,268,1
ost003d,ost003d-random-7,50,12,12,12,1
ost003d,ost003d-random-7,250,60,60,60,1
ost003d,ost003d-random-7,500,124,124,124,1
ost003d,ost003d-random-7,750,199,199,199,1
ost003d,ost003d-random-7,1000,279,279,279,1
ost003d,ost003d-random-8,50,13,13,13,1
ost003d,ost003d-random-8,250,63,63,63,1
ost003d,ost003d-random-8,500,123,123,123,1
ost003d,ost003d-random-8,750,191,191,191,1
ost003d,ost003d-random-8,1000,273,273,273,1
ost003d,ost003d-random-9,50,11,11,11,1
ost003d,ost003d-random-9,250,65,65,65,1
ost003d,ost003d-random-9,500,125,125,125,1
ost003d,ost003d-random-9,750,180,180,180,1
ost003d,ost003d-random-9,1000,266,266,266,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-10,50,7,7,7,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-10,250,48,48,48,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-10,500,95,95,95,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-10,750,10142,10142,10142,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-10,1000,10118,10118,10118,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-11,50,7,7,7,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-11,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-11,500,92,92,92,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-11,750,178,178,178,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-11,1000,233,233,233,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-12,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-12,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-12,500,95,95,95,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-12,750,168,168,168,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-12,1000,247,247,247,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-13,50,12,12,12,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-13,250,48,48,48,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-13,500,92,92,92,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-13,750,166,166,166,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-13,1000,10125,10125,10125,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-14,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-14,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-14,500,98,98,98,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-14,750,1160,1160,1160,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-14,1000,560,560,560,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-15,50,10,10,10,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-15,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-15,500,94,94,94,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-15,750,161,161,161,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-15,1000,263,263,263,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-16,50,6,6,6,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-16,250,43,43,43,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-16,500,97,97,97,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-16,750,160,160,160,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-16,1000,231,231,231,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-17,50,7,7,7,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-17,250,46,46,46,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-17,500,88,88,88,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-17,750,170,170,170,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-17,1000,246,246,246,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-18,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-18,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-18,500,88,88,88,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-18,750,163,163,163,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-18,1000,246,246,246,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-19,50,9,9,9,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-19,250,44,44,44,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-19,500,91,91,91,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-19,750,161,161,161,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-19,1000,233,233,233,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-1,50,9,9,9,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-1,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-1,500,93,93,93,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-1,750,167,167,167,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-1,1000,238,238,238,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-20,50,11,11,11,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-20,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-20,500,93,93,93,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-20,750,233,233,233,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-20,1000,10081,10081,10081,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-21,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-21,250,43,43,43,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-21,500,96,96,96,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-21,750,175,175,175,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-21,1000,257,257,257,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-22,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-22,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-22,500,92,92,92,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-22,750,169,169,169,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-22,1000,239,239,239,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-23,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-23,250,48,48,48,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-23,500,97,97,97,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-23,750,150,150,150,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-23,1000,245,245,245,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-24,50,6,6,6,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-24,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-24,500,89,89,89,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-24,750,10141,10141,10141,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-24,1000,10101,10101,10101,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-25,50,10,10,10,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-25,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-25,500,5168,5168,5168,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-25,750,7296,7296,7296,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-25,1000,259,259,259,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-2,50,9,9,9,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-2,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-2,500,98,98,98,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-2,750,163,163,163,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-2,1000,243,243,243,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-3,50,7,7,7,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-3,250,49,49,49,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-3,500,99,99,99,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-3,750,166,166,166,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-3,1000,260,260,260,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-4,50,7,7,7,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-4,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-4,500,86,86,86,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-4,750,160,160,160,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-4,1000,238,238,238,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-5,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-5,250,43,43,43,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-5,500,1961,1961,1961,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-5,750,171,171,171,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-5,1000,10099,10099,10099,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-6,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-6,250,47,47,47,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-6,500,91,91,91,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-6,750,159,159,159,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-6,1000,262,262,262,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-7,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-7,250,48,48,48,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-7,500,95,95,95,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-7,750,2333,2333,2333,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-7,1000,10109,10109,10109,0
lt_gallowstemplar_n,lt_gallowstemplar_n-random-8,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-8,250,44,44,44,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-8,500,84,84,84,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-8,750,158,158,158,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-8,1000,669,669,669,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-9,50,8,8,8,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-9,250,45,45,45,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-9,500,96,96,96,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-9,750,162,162,162,1
lt_gallowstemplar_n,lt_gallowstemplar_n-random-9,1000,245,245,245,1
brc202d,brc202d-random-10,50,46,46,46,1
brc202d,brc202d-random-10,250,192,192,192,1
brc202d,brc202d-random-10,500,412,412,412,1
brc202d,brc202d-random-10,750,630,630,630,1
brc202d,brc202d-random-10,1000,898,898,898,1
brc202d,brc202d-random-11,50,42,42,42,1
brc202d,brc202d-random-11,250,188,188,188,1
brc202d,brc202d-random-11,500,396,396,396,1
brc202d,brc202d-random-11,750,680,680,680,1
brc202d,brc202d-random-11,1000,897,897,897,1
brc202d,brc202d-random-12,50,42,42,42,1
brc202d,brc202d-random-12,250,196,196,196,1
brc202d,brc202d-random-12,500,397,397,397,1
brc202d,brc202d-random-12,750,670,670,670,1
brc202d,brc202d-random-12,1000,909,909,909,1
brc202d,brc202d-random-13,50,42,42,42,1
brc202d,brc202d-random-13,250,208,208,208,1
brc202d,brc202d-random-13,500,383,383,383,1
brc202d,brc202d-random-13,750,625,625,625,1
brc202d,brc202d-random-13,1000,886,886,886,1
brc202d,brc202d-random-14,50,90,90,90,1
brc202d,brc202d-random-14,250,194,194,194,1
brc202d,brc202d-random-14,500,397,397,397,1
brc202d,brc202d-random-14,750,668,668,668,1
brc202d,brc202d-random-14,1000,932,932,932,1
brc202d,brc202d-random-15,50,41,41,41,1
brc202d,brc202d-random-15,250,194,194,194,1
brc202d,brc202d-random-15,500,422,422,422,1
brc202d,brc202d-random-15,750,652,652,652,1
brc202d,brc202d-random-15,1000,888,888,888,1
brc202d,brc202d-random-16,50,41,41,41,1
brc202d,brc202d-random-16,250,186,186,186,1
brc202d,brc202d-random-16,500,395,395,395,1
brc202d,brc202d-random-16,750,646,646,646,1
brc202d,brc202d-random-16,1000,843,843,843,1
brc202d,brc202d-random-17,50,47,47,47,1
brc202d,brc202d-random-17,250,190,190,190,1
brc202d,brc202d-random-17,500,379,379,379,1
brc202d,brc202d-random-17,750,659,659,659,1
brc202d,brc202d-random-17,1000,850,850,850,1
brc202d,brc202d-random-18,50,48,48,48,1
brc202d,brc202d-random-18,250,186,186,186,1
brc202d,brc202d-random-18,500,409,409,409,1
brc202d,brc202d-random-18,750,647,647,647,1
brc202d,brc202d-random-18,1000,895,895,895,1
brc202d,brc202d-random-19,50,52,52,52,1
brc202d,brc202d-random-19,250,199,199,199,1
brc202d,brc202d-random-19,500,371,371,371,1
brc202d,brc202d-random-19,750,628,628,628,1
brc202d,brc202d-random-19,1000,893,893,893,1
brc202d,brc202d-random-1,50,45,45,45,1
brc202d,brc202d-random-1,250,188,188,188,1
brc202d,brc202d-random-1,500,400,400,400,1
brc202d,brc202d-random-1,750,637,637,637,1
brc202d,brc202d-random-1,1000,930,930,930,1
brc202d,brc202d-random-20,50,46,46,46,1
brc202d,brc202d-random-20,250,180,180,180,1
brc202d,brc202d-random-20,500,396,396,396,1
brc202d,brc202d-random-20,750,642,642,642,1
brc202d,brc202d-random-20,1000,862,862,862,1
brc202d,brc202d-random-21,50,42,42,42,1
brc202d,brc202d-random-21,250,194,194,194,1
brc202d,brc202d-random-21,500,416,416,416,1
brc202d,brc202d-random-21,750,657,657,657,1
brc202d,brc202d-random-21,1000,926,926,926,1
brc202d,brc202d-random-22,50,40,40,40,1
brc202d,brc202d-random-22,250,205,205,205,1
brc202d,brc202d-random-22,500,422,422,422,1
brc202d,brc202d-random-22,750,653,653,653,1
brc202d,brc202d-random-22,1000,892,892,892,1
brc202d,brc202d-random-23,50,42,42,42,1
brc202d,brc202d-random-23,250,197,197,197,1
brc202d,brc202d-random-23,500,411,411,411,1
brc202d,brc202d-random-23,750,602,602,602,1
brc202d,brc202d-random-23,1000,839,839,839,1
brc202d,brc202d-random-24,50,45,45,45,1
brc202d,brc202d-random-24,250,190,190,190,1
brc202d,brc202d-random-24,500,380,380,380,1
brc202d,brc202d-random-24,750,656,656,656,1
brc202d,brc202d-random-24,1000,931,931,931,1
brc202d,brc202d-random-25,50,50,50,50,1
brc202d,brc202d-random-25,250,203,203,203,1
brc202d,brc202d-random-25,500,388,388,388,1
brc202d,brc202d-random-25,750,654,654,654,1
brc202d,brc202d-random-25,1000,976,976,976,1
brc202d,brc202d-random-2,50,39,39,39,1
brc202d,brc202d-random-2,250,187,187,187,1
brc202d,brc202d-random-2,500,399,399,399,1
brc202d,brc202d-random-2,750,650,650,650,1
brc202d,brc202d-random-2,1000,10082,10082,10082,0
brc202d,brc202d-random-3,50,47,47,47,1
brc202d,brc202d-random-3,250,187,187,187,1
brc202d,brc202d-random-3,500,379,379,379,1
brc202d,brc202d-random-3,750,596,596,596,1
brc202d,brc202d-random-3,1000,812,812,812,1
brc202d,brc202d-random-4,50,40,40,40,1
brc202d,brc202d-random-4,250,188,188,188,1
brc202d,brc202d-random-4,500,402,402,402,1
brc202d,brc202d-random-4,750,622,622,622,1
brc202d,brc202d-random-4,1000,885,885,885,1
brc202d,brc202d-random-5,50,44,44,44,1
brc202d,brc202d-random-5,250,194,194,194,1
brc202d,brc202d-random-5,500,401,401,401,1
brc202d,brc202d-random-5,750,642,642,642,1
brc202d,brc202d-random-5,1000,854,854,854,1
brc202d,brc202d-random-6,50,56,56,56,1
brc202d,brc202d-random-6,250,199,199,199,1
brc202d,brc202d-random-6,500,421,421,421,1
brc202d,brc202d-random-6,750,658,658,658,1
brc202d,brc202d-random-6,1000,848,848,848,1
brc202d,brc202d-random-7,50,48,48,48,1
brc202d,brc202d-random-7,250,189,189,189,1
brc202d,brc202d-random-7,500,397,397,397,1
brc202d,brc202d-random-7,750,642,642,642,1
brc202d,brc202d-random-7,1000,883,883,883,1
brc202d,brc202d-random-8,50,49,49,49,1
brc202d,brc202d-random-8,250,188,188,188,1
brc202d,brc202d-random-8,500,399,399,399,1
brc202d,brc202d-random-8,750,606,606,606,1
brc202d,brc202d-random-8,1000,868,868,868,1
brc202d,brc202d-random-9,50,50,50,50,1
brc202d,brc202d-random-9,250,218,218,218,1
brc202d,brc202d-random-9,500,406,406,406,1
brc202d,brc202d-random-9,750,674,674,674,1
brc202d,brc202d-random-9,1000,901,901,901,1
orz900d,orz900d-random-10,50,143,143,143,1
orz900d,orz900d-random-10,250,523,523,523,1
orz900d,orz900d-random-10,500,1300,1300,1300,1
orz900d,orz900d-random-10,750,1950,1950,1950,1
orz900d,orz900d-random-10,1000,2481,2481,2481,1
orz900d,orz900d-random-11,50,151,151,151,1
orz900d,orz900d-random-11,250,513,513,513,1
orz900d,orz900d-random-11,500,1268,1268,1268,1
orz900d,orz900d-random-11,750,2036,2036,2036,1
orz900d,orz900d-random-11,1000,2486,2486,2486,1
orz900d,orz900d-random-12,50,145,145,145,1
orz900d,orz900d-random-12,250,487,487,487,1
orz900d,orz900d-random-12,500,1231,1231,1231,1
orz900d,orz900d-random-12,750,1989,1989,1989,1
orz900d,orz900d-random-12,1000,2601,2601,2601,1
orz900d,orz900d-random-13,50,148,148,148,1
orz900d,orz900d-random-13,250,535,535,535,1
orz900d,orz900d-random-13,500,1161,1161,1161,1
orz900d,orz900d-random-13,750,1973,1973,1973,1
orz900d,orz900d-random-13,1000,2578,2578,2578,1
orz900d,orz900d-random-14,50,154,154,154,1
orz900d,orz900d-random-14,250,527,527,527,1
orz900d,orz900d-random-14,500,1275,1275,1275,1
orz900d,orz900d-random-14,750,1974,1974,1974,1
orz900d,orz900d-random-14,1000,2532,2532,2532,1
orz900d,orz900d-random-15,50,145,145,145,1
orz900d,orz900d-random-15,250,527,527,527,1
orz900d,orz900d-random-15,500,1248,1248,1248,1
orz900d,orz900d-random-15,750,1975,1975,1975,1
orz900d,orz900d-random-15,1000,2766,2766,2766,1
orz900d,orz900d-random-16,50,162,162,162,1
orz900d,orz900d-random-16,250,548,548,548,1
orz900d,orz900d-random-16,500,1278,1278,1278,1
orz900d,orz900d-random-16,750,1990,1990,1990,1
orz900d,orz900d-random-16,1000,2488,2488,2488,1
orz900d,orz900d-random-17,50,142,142,142,1
orz900d,orz900d-random-17,250,525,525,525,1
orz900d,orz900d-random-17,500,1204,1204,1204,1
orz900d,orz900d-random-17,750,1980,1980,1980,1
orz900d,orz900d-random-17,1000,2575,2575,2575,1
orz900d,orz900d-random-18,50,131,131,131,1
orz900d,orz900d-random-18,250,503,503,503,1
orz900d,orz900d-random-18,500,1266,1266,1266,1
orz900d,orz900d-random-18,750,1931,1931,1931,1
orz900d,orz900d-random-18,1000,2491,2491,2491,1
orz900d,orz900d-random-19,50,138,138,138,1
orz900d,orz900d-random-19,250,510,510,510,1
orz900d,orz900d-random-19,500,1319,1319,1319,1
orz900d,orz900d-random-19,750,2017,2017,2017,1
orz900d,orz900d-random-19,1000,2601,2601,2601,1
orz900d,orz900d-random-1,50,145,145,145,1
orz900d,orz900d-random-1,250,534,534,534,1
orz900d,orz900d-random-1,500,1311,1311,1311,1
orz900d,orz900d-random-1,750,2034,2034,2034,1
orz900d,orz900d-random-1,1000,2557,2557,2557,1
orz900d,orz900d-random-20,50,141,141,141,1
orz900d,orz900d-random-20,250,569,569,569,1
orz900d,orz900d-random-20,500,1236,1236,1236,1
orz900d,orz900d-random-20,750,1984,1984,1984,1
orz900d,orz900d-random-20,1000,2572,2572,2572,1
orz900d,orz900d-random-21,50,140,140,140,1
orz900d,orz900d-random-21,250,486,486,486,1
orz900d,orz900d-random-21,500,1268,1268,1268,1
orz900d,orz900d-random-21,750,1993,1993,1993,1
orz900d,orz900d-random-21,1000,2478,2478,2478,1
orz900d,orz900d-random-22,50,143,143,143,1
orz900d,orz900d-random-22,250,504,504,504,1
orz900d,orz900d-random-22,500,1204,1204,1204,1
orz900d,orz900d-random-22,750,2022,2022,2022,1
orz900d,orz900d-random-22,1000,2658,2658,2658,1
orz900d,orz900d-random-23,50,152,152,152,1
orz900d,orz900d-random-23,250,513,513,513,1
orz900d,orz900d-random-23,500,1199,1199,1199,1
orz900d,orz900d-random-23,750,2010,2010,2010,1
orz900d,orz900d-random-23,1000,2575,2575,2575,1
orz900d,orz900d-random-24,50,154,154,154,1
orz900d,orz900d-random-24,250,498,498,498,1
orz900d,orz900d-random-24,500,1256,1256,1256,1
orz900d,orz900d-random-24,750,2102,2102,2102,1
orz900d,orz900d-random-24,1000,2528,2528,2528,1
orz900d,orz900d-random-25,50,140,140,140,1
orz900d,orz900d-random-25,250,525,525,525,1
orz900d,orz900d-random-25,500,1300,1300,1300,1
orz900d,orz900d-random-25,750,1947,1947,1947,1
orz900d,orz900d-random-25,1000,2515,2515,2515,1
orz900d,orz900d-random-2,50,148,148,148,1
orz900d,orz900d-random-2,250,479,479,479,1
orz900d,orz900d-random-2,500,1255,1255,1255,1
orz900d,orz900d-random-2,750,1941,1941,1941,1
orz900d,orz900d-random-2,1000,2593,2593,2593,1
orz900d,orz900d-random-3,50,150,150,150,1
orz900d,orz900d-random-3,250,478,478,478,1
orz900d,orz900d-random-3,500,1191,1191,1191,1
orz900d,orz900d-random-3,750,1988,1988,1988,1
orz900d,orz900d-random-3,1000,2548,2548,2548,1
orz900d,orz900d-random-4,50,144,144,144,1
orz900d,orz900d-random-4,250,550,550,550,1
orz900d,orz900d-random-4,500,1318,1318,1318,1
orz900d,orz900d-random-4,750,1973,1973,1973,1
orz900d,orz900d-random-4,1000,2552,2552,2552,1
orz900d,orz900d-random-5,50,151,151,151,1
orz900d,orz900d-random-5,250,567,567,567,1
orz900d,orz900d-random-5,500,1194,1194,1194,1
orz900d,orz900d-random-5,750,2039,2039,2039,1
orz900d,orz900d-random-5,1000,2597,2597,2597,1
orz900d,orz900d-random-6,50,138,138,138,1
orz900d,orz900d-random-6,250,502,502,502,1
orz900d,orz900d-random-6,500,1216,1216,1216,1
orz900d,orz900d-random-6,750,2011,2011,2011,1
orz900d,orz900d-random-6,1000,2628,2628,2628,1
orz900d,orz900d-random-7,50,144,144,144,1
orz900d,orz900d-random-7,250,475,475,475,1
orz900d,orz900d-random-7,500,1200,1200,1200,1
orz900d,orz900d-random-7,750,1945,1945,1945,1
orz900d,orz900d-random-7,1000,2498,2498,2498,1
orz900d,orz900d-random-8,50,134,134,134,1
orz900d,orz900d-random-8,250,555,555,555,1
orz900d,orz900d-random-8,500,1254,1254,1254,1
orz900d,orz900d-random-8,750,2031,2031,2031,1
orz900d,orz900d-random-8,1000,2557,2557,2557,1
orz900d,orz900d-random-9,50,155,155,155,1
orz900d,orz900d-random-9,250,471,471,471,1
orz900d,orz900d-random-9,500,1245,1245,1245,1
orz900d,orz900d-random-9,750,1995,1995,1995,1
orz900d,orz900d-random-9,1000,2530,2530,2530,1
